Address,Date,Longitude,Latitude
"12 Maize Dr, Somersworth, NH 03878",2023-08-18,-70.8691054676876,43.24350933794772
"22 Taylors Trl nan, New Gloucester, ME 04260",2023-08-18,-70.31574538214691,43.93940577103866
"8 Cottonwood Dr, Hudson, NH 03051",2023-08-18,-71.43414511613662,42.75029874102596
"397 Tarkiln Hill Rd, New Bedford, MA 02745",2023-08-18,-70.93326291745589,41.682168841005335
"52 Mill Rd, Kingston, NH 03848",2023-08-18,-71.0864437300132,42.904414507770916
"21 Havenhurst Rd, West Springfield, MA 01089",2023-08-18,-72.67108077468569,42.11422459399745
"48 Overlook St, Whitinsville, MA 01588",2023-08-18,-71.68176888743334,42.11615931490434
"73 Heather Ct, Monmouth Junction, NJ 08852",2023-08-18,-74.54024561843814,40.37941295079593
"1 Kitchener Rd, Sterling, MA 01564",2023-08-18,-71.74728055671376,42.46469174308377
"9 Walker St, Leominster, MA 01453",2023-08-18,-71.75171934488985,42.52328960766248
"3 Mount Vernon St, Salem, MA 01970",2023-08-18,-70.89815264039495,42.51772185216127
"110 Burlingame Rd, Cranston, RI 02921",2023-08-18,-71.51822903902026,41.737467438423
"139 Winthrop St, Medway, MA 02053",2023-08-18,-71.42844655185618,42.17703478249072
"112 Rogers St, Lowell, MA 01852",2023-08-18,-71.2990673102709,42.636273295190556
"98 Vandette Ave, Dracut, MA 01826",2023-08-18,-71.3510863773366,42.68676915217129
"249 Main St, Lenox, MA 01240",2023-08-18,-73.28049290666786,42.369697913958014
"4121 Avalon Dr, Wilmington, MA 01887",2023-08-18,-71.16049199359858,42.58254688616618
"49 Plumer Rd, Epping, NH 03042",2023-08-18,-71.07427734644133,43.05266362072626
"21 Francis Rd, Salem, MA 01970",2023-08-18,-70.90308666167864,42.514537803875164
"23 Clearview Dr nan, West Brookfield, MA 01585",2023-08-18,-72.16187126507631,42.24027823102949
"95 W Main St, Marlborough, MA 01752",2023-08-18,-71.55651300715887,42.3445264612955
"60 Clarence Rd, Bellingham, MA 02019",2023-08-18,-71.48125187454235,42.10286205360344
"106 Rocky Hill Rd, Somersworth, NH 03878",2023-08-18,-70.8920741752801,43.27509059031752
"160 Main St, New Castle, NH 03854",2023-08-18,-70.71947794630167,43.071203313926986
"474 South Orleans Road,, Orleans, MA 02653",2023-08-18,-69.99092243771125,41.7461402705866
"17 Alvarado Ave, Hyde Park, MA 02136",2023-08-18,-71.13710995865344,42.24663673604968
"58 Meetinghouse Rd, Merrimack, NH 03054",2023-08-18,-71.52476051191523,42.84883053364249
"29 Layton Dr., Canterbury, NH 03224",2023-08-18,-71.57708371238665,43.30250936644252
"93 Wilmington St, Springfield, MA 01119",2023-08-18,-72.5227481633149,42.12275124670583
"17 Angela Way, Concord, NH 03301",2023-08-18,-71.54097629441422,43.17543487908333
"645 Burpee Hill Rd, New London, NH 03257",2023-08-18,-72.02781639079728,43.42208593099223
"60 View St, Franklin, NH 03235",2023-08-18,-71.64368783578124,43.440434531319596
"246 Conway St Apt 2, Greenfield, MA 01301",2023-08-18,-72.60940590358774,42.59826078457119
"16 Arthur Ter, Hackettstown, NJ 07840",2023-08-18,-74.82928840592668,40.840757061235514
"378 Fremont Rd, Chester, NH 03036",2023-08-18,-71.20692122526039,42.96632904312804
"127 Mcmurphy Rd, Alexandria, NH 03222",2023-08-18,-71.77756996925955,43.57754551244193
"96 Rainbow Rd, Bridgeport, CT 06606",2023-08-18,-73.1953752265147,41.222967582613876
"94 Harcourt Ave, Bergenfield, NJ 07621",2023-08-18,-74.00884626487925,40.92721875287994
"239 Loudon Rd, Pittsfield, NH 03263",2023-08-18,-71.35031647255894,43.31300452661807
"15 Erie Ave, Newburyport, MA 01950",2023-08-18,-70.90395469396199,42.827400342424625
"7 Santaw Ln., Walpole, NH 03608",2023-08-18,-72.39282825815879,43.10531738332269
"57 Susan Dr, Pelham, NH 03076",2023-08-18,-71.30383013118173,42.71555546253852
"7 Breakneck Ct, Milford, CT 06460",2023-08-18,-73.0691206311939,41.208500796880664
"115 Summit Ave Apt 1, Winthrop, MA 02152",2023-08-18,-70.97437454792727,42.383797901142884
"182 Governor Wentworth Hwy, Moultonborough, NH 03254",2023-08-18,-71.37365239793455,43.753358730843956
"54 Melvin St Apt 10-19 nan, Lawrence, MA 01841",2023-08-18,-71.17204559020624,42.70427113722367
"59 Smith Hanson Rd, North Brookfield, MA 01535",2023-08-18,-72.11491082487214,42.265681473317045
"74 Linden St, Exeter, NH 03833",2023-08-18,-70.96052424647327,42.968218544649226
"39 Hardy Rd, Loudon, NH 03307",2023-08-18,-71.48131462227705,43.277436374378716
"14 Old Coach Rd, Salem, NH 03079",2023-08-18,-71.1921185681005,42.77567916690096
"12 Hills Rd, Hooksett, NH 03106",2023-08-18,-71.39254585036241,43.043020991128884
"65 Arvida Rd, Wolcott, CT 06716",2023-08-18,-72.99129826686706,41.566626281574045
"46 Governor St, Providence, RI 02906",2023-08-18,-71.39389878108355,41.821732884183255
"59 Mark Dr, Coventry, CT 06238",2023-08-18,-72.38660485881485,41.80006496523937
"29 Uptack Rd, Groveland, MA 01834",2023-08-18,-71.04033511154181,42.72940131578472
"20 5th St Apt 1, Leominster, MA 01453",2023-08-18,-71.74729463310402,42.52800523501764
"70 Greenland Rd, Sterling, MA 01564",2023-08-18,-71.78622345148204,42.41907971470029
"16 Littleton Rd, Whitefield, NH 03598",2023-08-18,-71.61234082900961,44.37196985487674
"87 Fillmore St, New Haven, CT 06513",2023-08-18,-72.89871640928547,41.31127699873806
"23134 Brittany Ave, Eastpointe, MI 48021",2023-08-18,-82.93901152656332,42.46811644129868
"7 Sun St nan, Enfield, CT 06082",2023-08-18,-72.56465156211931,41.970153002726946
"19 Oliver Ln nan, Hopkinton, MA 01748",2023-08-18,-71.53281423503698,42.227452544238105
"1 Milton Pl, Hollis, NH 03049",2023-08-18,-71.56318314020693,42.728422371536624
"3 Cliff Rd, Nashua, NH 03062",2023-08-18,-71.47885795413858,42.72975789534118
"12 Flynn St, Walton, NY 13856",2023-08-18,-75.12850012797331,42.17594990601937
"44 Hale St, Leominster, MA 01453",2023-08-18,-71.76910832803235,42.534384065648915
"48 Carroll Dr, Foxboro, MA 02035",2023-08-18,-71.22851144837031,42.07310759392722
"35 Raccoon Run, Hampstead, NH 03841",2023-08-18,-71.20397124808622,42.886671430895206
"39 Mays Way, West Ossipee, NH 03890",2023-08-18,-71.23063950925747,43.82708706841025
"16 Grandview Rd, Windham, NH 03087",2023-08-18,-71.33159301748792,42.83960774733311
"890 Island Pond Rd, Manchester, NH 03109",2023-08-18,-71.40719287068407,42.96793096449736
"37 Weisner Pkwy, Methuen, MA 01844",2023-08-18,-71.14740256099864,42.72537404709577
"10 Merrick Rd, Raymond, NH 03077",2023-08-18,-71.23659215331287,43.04469276246456
"1 Buttonbush Ln nan, Litchfield, NH 03052",2023-08-18,-71.44842881338491,42.85235491330122
"54 Partridge Lane, Chester, NH 03036",2023-08-18,-71.18772656970411,42.97851046456225
"23 Bunker Hill St, Lancaster, NH 03584",2023-08-18,-71.56772433248351,44.48967693591454
"223 Derry Rd, Hudson, NH 03051",2023-08-18,-71.43329699240537,42.799353763603044
"470 Stackpole Rd, Durham, ME 04222",2023-08-18,-70.1795572385442,43.9865272469224
"439 Saint Clair Ave, Saint Paul, MN 55102",2023-08-18,-93.11830845868633,44.93413373431596
"23A Warren St, Peabody, MA 01960",2023-08-18,-70.92984819650842,42.53000960496587
"9 Montcastle Dr, Manchester, NH 03106",2023-08-18,-71.43372175087342,43.02274648090992
"274 Pearl St Apt 2, Manchester, NH 03104",2023-08-18,-71.45124143475452,42.996882597133435
"84 Medford Ave, Methuen, MA 01844",2023-08-18,-71.16862488824398,42.73609629967922
"53 Colony Ln, New Hampton, NH 03256",2023-08-18,-71.65041072370768,43.65599299754246
"186 Back Rd, Dover, NH 03820",2023-08-18,-70.8486876352574,43.185722488274045
"66 Middle St, Lexington, MA 02421",2023-08-18,-71.25419566449644,42.4364937869887
"13 Countryside Ln, Pelham, NH 03076",2023-08-18,-71.36360698132894,42.7693487070861
"209 Locust St, Danvers, MA 01923",2023-08-18,-70.9369337234544,42.584849878314095
"34 Martin Rd, Deering, NH 03244",2023-08-18,-71.9065351153469,43.10315514190938
"5 Hilltop Rd, Katonah, NY 10536",2023-08-18,-73.74212799440296,41.28827507481504
"209 Belden Rd, Bedford, PA 15522",2023-08-18,-78.50922590638527,40.06760696057546
"1, Plaistow, NH 03865",2023-08-18,-71.1027821582095,42.814843018616415
"206 Meadow Lark Ln, Suncook, NH 03275",2023-08-18,-71.4560957174162,43.14746603780507
"22 Walnut Rd, Holliston, MA 01746",2023-08-18,-71.45216055187062,42.185089915932615
"49 Teller St, Marlborough, MA 01752",2023-08-18,-71.5827946261402,42.333507548608345
"10 Saltbox Rd, Milton, NH 03851",2023-08-18,-70.98675041454487,43.43722831208822
"14 Orchard St nan, Lakeville, MA 02347",2023-08-18,-70.95965361737807,41.8172065148643
"122 Gayton Rd, Lewiston, ME 04240",2023-08-18,-70.13953715387798,44.0442725223359
"46 Jampsa Trl, Nottingham, NH 03290",2023-08-18,-71.16310751643368,43.077786474667555
"21 Blake Rd nan, Salem, NH 03079",2023-08-18,-71.2024437231993,42.81964076173485
"114 Old Dike Rd, Trumbull, CT 06611",2023-08-18,-73.17896949548773,41.25665258736277
"1910 E Pollock Rd, Lakeland, FL 33813",2023-08-18,-81.9294251071507,27.985715842278182
"5 Kelso Dr, Bow, NH 03304",2023-08-18,-71.60329794531953,43.154324224235275
"121 Lyman Mdw Unit H3, Hinesburg, VT 05461",2023-08-18,-73.10664105187361,44.32847075414431
"26 Doris Dr, North Weymouth, MA 02191",2023-08-18,-70.93453720213749,42.23673857368353
"10 Edinburgh Dr, Bedford, NH 03110",2023-08-18,-71.49942432738173,42.94642580452989
"59 Cypress Lane, Tyngsboro, MA 01879",2023-08-18,-71.40226923983025,42.67663195679856
"15 Range Rd, Windham, NH 03087",2023-08-18,-71.25187525504845,42.80742961513857
"37 Regency Dr, Dracut, MA 01826",2023-08-18,-71.28827501121023,42.68543341430689
"23 Summit Rd, Newport, NH 03773",2023-08-18,-72.16611813357554,43.368405456575495
"43 Burns Way, South Weymouth, MA 02190",2023-08-18,-70.96065749148309,42.154110089386016
"379 Hillside Ave, Berlin, NH 03570",2023-08-18,-71.17725804284478,44.47676291731233
"7 Sutton Ter, Salem, MA 01970",2023-08-18,-70.92593792955421,42.51518197165336
"293 Haverhill Ln, Woodsville, NH 03785",2023-08-18,-71.96636991734832,44.11341981382529
"321 Brandy Hill Rd, Thompson, CT 06277",2023-08-18,-71.82326384746237,41.96245741251934
"6938 Makati Dr, Lakeland, FL 33810",2023-08-18,-81.98240741745208,28.13126035782518
"26 Eastfield Loop, Sandown, NH 03873",2023-08-18,-71.18654644514342,42.943973988492296
"19 W Shore Ave, Manchester, NH 03109",2023-08-18,-71.40787257729615,42.9551563446672
"25 Maple St nan, Stoneham, MA 02180",2023-08-18,-71.10279108706631,42.47849738133524
"37 Coral Dr, Dracut, MA 01826",2023-08-18,-71.27240198213568,42.71817754978784
"18623 Crestwood Dr, Hagerstown, MD 21742",2023-08-18,-77.72221799741662,39.672086746169605
"120 Granite St, Fitchburg, MA 01420",2023-08-18,-71.79580707578161,42.576554671219014
"8 Hecla St, Dorchester, MA 02122",2023-08-18,-71.05902500270564,42.30698807282478
"36 King St, Dorchester, MA 02122",2023-08-18,-71.05920186755988,42.29266135711845
"410 Wicks Ave, North Babylon, NY 11703",2023-08-18,-73.32794259820763,40.74435186887436
"135 Mcquesten St, Manchester, NH 03102",2023-08-18,-71.47953093141815,42.967332588190644
"441 Washington St Apt 302, Dedham, MA 02026",2023-08-18,-71.17462307131802,42.24614173794466
"45 Mount Delight Rd, Allenstown, NH 03275",2023-08-18,-71.3280368339621,43.147007738645044
"25 Jennings Dr, Concord, NH 03301",2023-08-18,-71.55089186084079,43.215227052654
"33 Laudervale Rd, North Weymouth, MA 02191",2023-08-18,-70.9474914941783,42.23281623632145
"1 Adam Ct, Salem, NH 03079",2023-08-18,-71.19893783091695,42.781801820494664
"36 Howland Rd, West Hartford, CT 06107",2023-08-18,-72.77441458368747,41.746628549918654
"285 Linebrook Rd, Ipswich, MA 01938",2023-08-18,-70.90332183220146,42.68484686643908
"14322 Fm 368 S, Wichita Falls, TX 76310",2023-08-18,-98.70737832798443,33.840586162592814
"1119 Daniel Webster Hwy, North Woodstock, NH 03262",2023-08-18,-71.68427499440737,43.97553445727327
"201 Eversden Dr, Lompoc, CA 93437",2023-08-18,-120.53260903029793,34.74757248152507
"5 Beverly Ln nan, Dover, NH 03820",2023-08-18,-70.8906082710753,43.18609613496116
"10 Wallace Lane Ext, Orono, ME 04473",2023-08-18,-68.66682991610791,44.88875508762242
"2219 Kirkbride Dr, Danvers, MA 01923",2023-08-18,-70.97257951137198,42.58167577141568
"200 Westland Ave., Manchester, NH 03103",2023-08-18,-71.47063145021211,42.96763741325769
"2c Willow Haven St, Saco, ME 04072",2023-08-18,-70.415630777559,43.54067579694129
"3 Winterberry Ln, North Easton, MA 02356",2023-08-18,-71.08472556093298,42.08609610543956
"9420 Rainbow Ln, Port Richey, FL 34668",2023-08-18,-82.68369639577219,28.294416165206552
"100 Violetwood Cir, Marlborough, MA 01752",2023-08-18,-71.4968325624076,42.34645145747208
"279 Taft Ave, Bridgeport, CT 06604",2023-08-18,-73.20848523973781,41.18949482183557
"388 Berlin Rd, Marlborough, MA 01752",2023-08-18,-71.5810966078996,42.356742740661105
"7 Janet Ln, Peabody, MA 01960",2023-08-18,-70.96570077989767,42.51298637584836
"15 Hillcrest Rd, Waltham, MA 02451",2023-08-18,-71.24616318034454,42.412245835599144
"20 Sunset Dr, Dover, NH 03820",2023-08-18,-70.88691947962593,43.18211683175299
"49 Wilk Rd, Edison, NJ 08837",2023-08-18,-74.32592265939563,40.53976489318752
"1985 Pinetown Rd, Wellsville, PA 17365",2023-08-18,-76.91012413899304,40.0955926505273
"232 Elliott Ave, Waterbury, CT 06705",2023-08-18,-73.01026139972075,41.54626827299319
"8 Glen Dr, Hudson, NH",2023-08-18,-71.41352955463724,42.74371100021762
"46 Weston Hill Rd, Mont Vernon, NH 03057",2023-08-18,-71.66352327853417,42.90690527255684
"17 Nottingham Rd, Windham, NH 03087",2023-08-18,-71.31360737199924,42.838801434362416
"81 Russellville Rd, Southampton, MA 01073",2023-08-18,-72.7572985893908,42.21166232038835
"12 Fort Apache Dr, Franklin, MA 02038",2023-08-18,-71.38682193821815,42.09740726266939
"16 Heyden Rd, Troy, NY 12180",2023-08-18,-73.66530661437204,42.70850695611091
"45 Booth Rd, Methuen, MA 01844",2023-08-18,-71.13852796585891,42.736226931375946
"908 Mammoth Rd, Pelham, NH 03076",2023-08-18,-71.34244444199624,42.752893359937865
"70 Jennison Rd, Milford, NH 03055",2023-08-18,-71.67304383061885,42.85275576282183
"1290 S Beech St, Manchester, NH 03103",2023-08-18,-71.45541095150189,42.95093863730687
"73 Townsend Ave, Salem, NH 03079",2023-08-18,-71.20709527492613,42.79753792995224
"63 Cortland Rd, Milford, NH 03055",2023-08-18,-71.70397663889126,42.85007829293501
"246 Adams St, Warwick, RI 02888",2023-08-18,-71.40135530551889,41.75582587231301
"248 Woburn St nan, Wilmington, MA 01887",2023-08-18,-71.14734738026678,42.56640111063308
"17 Purgatory rd, Mont Vernon, NH 03057",2023-08-18,-71.67598607719984,42.88393087869447
"44 Wyoming Dr, Holden, MA 01520",2023-08-18,-71.80944189610771,42.341471265681264
"114 Fieldstone Ln, Atkinson, NH 03811",2023-08-18,-71.1748009401749,42.81754381751294
"79 Fifer Ln, Lexington, MA 02420",2023-08-18,-71.24546201294255,42.480317220306056
"93 Rosemary Rd nan, Prospect, CT 06712",2023-08-18,-72.96628261965655,41.523498858794476
"380 Hart St, Bristol, CT 06010",2023-08-18,-72.95879268015548,41.71345959543216
"51 Osgood St Apt B201, Methuen, MA 01844",2023-08-18,-71.1885995643213,42.727052056624075
"74 Collinsbrook Rd, Brunswick, ME 04011",2023-08-18,-70.0733753188789,43.920001259689506
"52 Pheasant Ln, Barrington, NH 03825",2023-08-18,-71.05211916598054,43.16463154155617
"20 Beetle St, Providence, RI 02909",2023-08-18,-71.45535821532052,41.82660480325165
"136 Church St Apt B, Pascoag, RI 02859",2023-08-18,-71.70622778825593,41.958806082740324
"1004 Lane Rd, Epsom, NH 03234",2023-08-18,-71.38402665765314,43.20913146406396
"15 Brantwood Ln, Burlington, MA 01803",2023-08-18,-71.22315837232718,42.51815353264929
"46 Old Southbridge Rd, Oxford, MA 01540",2023-08-18,-71.8986878770811,42.102160152656566
"105 Chestnut St, Nashua, NH 03060",2023-08-18,-71.46644778584859,42.75403900914272
"15 Floyd Bennett Dr, Sound Beach, NY 11789",2023-08-18,-72.97681401417925,40.951236252146586
"7000 Cook Rd Apt 411, Houston, TX 77072",2023-08-18,-95.5961242881379,29.700929176931478
"4244 Lehigh Ave nan, Houston, TX 77005",2023-08-18,-95.44573284389837,29.721695857055437
"5 Meadowland Dr, Hopkinton, MA 01748",2023-08-18,-71.59064430652265,42.240033791508004
"1 Washington St, Woburn, MA 01801",2023-08-18,-71.12375168306525,42.47342030627814
"1 Ferry Rd, Methuen, MA 01844",2023-08-18,-71.12913758879672,42.74605523090391
"42 Rockingham Rd, Auburn, NH 03032",2023-08-18,-71.37242533739003,43.02176419779541
"14 Woodcrest Dr, Hudson, NH 03051",2023-08-18,-71.39181727785788,42.797492265810114
"17269 Bernadine St, Lansing, IL 60438",2023-08-18,-87.53138572766306,41.581767522594475
"15 Pig Ln, Strafford, NH 03884",2023-08-18,-71.11726309519267,43.24650323711516
"21 Kelley Rd, Plaistow, NH 03865",2023-08-18,-71.10594432228578,42.85679346754338
"16 Knights Pond Rd, South Berwick, ME 03908",2023-08-18,-70.77280964742658,43.246536193046296
"31 Washington St, Shrewsbury, MA 01545",2023-08-18,-71.69602456537967,42.29243847464396
"6 Silver Hill Dr, Epsom, NH 03234",2023-08-18,-71.36145686756275,43.209287698062035
"48 Summit Rd Apt 9, Keene, NH 03431",2023-08-18,-72.32001847512001,42.948132880761754
"4 Field Rd, Arlington, MA 02476",2023-08-18,-71.16398089058418,42.41612568669377
"30 Hawk Dr, salem, NH 03079",2023-08-18,-71.23444733472228,42.84331192360379
"95 Warner St, Fords, NJ 08863",2023-08-18,-74.30190747682319,40.53172060889325
"384 Pine St, Providence, RI 02903",2023-08-18,-71.41690362827335,41.81526898225918
"11 Willow Ave Apt F, Saco, ME 04072",2023-08-18,-70.43872999528568,43.498015274969426
"298 Newmarket Rd, Durham, NH 03824",2023-08-18,-70.93384298673493,43.091735746739886
"41 Boston Rd Unit 215, North Billerica, MA 01862",2023-08-18,-71.29898091706045,42.5982402086507
"3 Silver Hill Dr, New Fairfield, CT 06812",2023-08-18,-73.4749442398433,41.474841227823084
"25 Pleasant St, Plainville, MA 02762",2023-08-18,-71.33101727390897,42.00204139829461
"236 King Farm Blvd, Rockville, MD 20850",2023-08-18,-77.17038188070296,39.11576746824053
"4 Lelland Rd, Stoughton, MA 02072",2023-08-18,-71.08697479920279,42.10067660354913
"21 Prospect St, New Paltz, NY 12561",2023-08-18,-74.08149184831561,41.74947774667083
"57 Riverside Pl, Walpole, MA 02081",2023-08-18,-71.25255705940349,42.14081555896041
"77 Swain Rd, Wilmington, MA 01887",2023-08-18,-71.1979771088983,42.54327055133502
"177 Danforth Rd, Albion, ME 04910",2023-08-18,-69.49586794610165,44.48729102818684
"205 Black Brook Rd, Goffstown, NH 03045",2023-08-18,-71.53142020062684,43.04296347089273
"12 Overlook Dr, Tilton, NH 03276",2023-08-18,-71.55440715022611,43.47570332139982
"4 Pasho Rd, Billerica, MA 01821",2023-08-18,-71.24124142711874,42.535598498535194
"414 Francestown Rd, New Boston, NH 03070",2023-08-18,-71.73520676629367,42.99186325589407
"905 Mammoth Rd Apt 5, Manchester, NH",2023-08-18,-71.43558521610653,42.99905686679012
"104 Weber Farm Rd, Norwich, CT 06360",2023-08-18,-72.11117074753211,41.52562088099519
"1200 E 53Rd St Apt 7L, Brooklyn, NY 11234",2023-08-18,-73.92510189198676,40.629660253483976
"69 South Wilson St, Manchester, NH 03103",2023-08-18,-71.44826177900335,42.97171025801741
"23 Stone Meadow Ln, Hanover, MA 02339",2023-08-18,-70.86699357252147,42.138286851370744
"1389 Bogue Rd, Enosburg Falls, VT 05450",2023-08-18,-72.77749836237028,44.85405273062137
"10 Stonegate Ln, Salem, NH 03079",2023-08-18,-71.21092941186248,42.84855932279936
"12 Kings Ct, East Waterboro, ME 04030",2023-08-18,-70.72365715760043,43.6408023692179
"107 Circle View Dr, Newbury, NH 03255",2023-08-18,-71.9853119200485,43.29319830718333
"8 Mystic Ln, Clifton Park, NY 12065",2023-08-18,-73.7899770614854,42.82308911092686
"8 Ridge Rd, Old Saybrook, CT 06475",2023-08-18,-72.38840108857407,41.264773147166444
